"Unique Id","Survey Id","Keyword Id","Keyword Content","Country Of Origin Id","Country Of Origin Label","Country Id","Country Label","Province Id","Province Label","Age Group Id","Age Group Label","Gender Label","Share Device","Mobile Type","Degree","Rank Pandemic","Source Information Id","Source Information Label","Result Item Rank","Result Item Title","Result Item Metadesc","Result Item Created At","Result Item Full Url","Result Item Full Domain","Google Tracked Country","Google Tracked Address","Result Item Openrank","Keyword Openrank Average","Survey Openrank Average","Html File"
"598","18","10","is hydroxychloroquine ineffective for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","1","Hydroxychloroquine Is Ineffective for Patients with Mild COVID ...","Jul 30, 2020 -  NEJM Journal Watch reviews over 250 scientific and medical journals to present important clinical research findings and insightful commentary.  ","Jul 30, 2020","https://www.jwatch.org/na52078/2020/07/30/hydroxychloroquine-ineffective-patients-with-mild-covid-19","jwatch.org","","","62","69.67","42.97","fairness.datasciencevn.com/uploads/html/18-10-1601904907.html"
"599","18","10","is hydroxychloroquine ineffective for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","3","Hydroxychloroquine ineffective as a preventive antiviral ...","Aug 17, 2020 -  Specifically, they found that HCQ is not effective in preventing COVID-19 in patients with lupus and rheumatoid arthritis (RA), suggesting a&nbsp;...  ","Aug 17, 2020","https://www.sciencedaily.com/releases/2020/08/200817124914.htm","sciencedaily.com","","","80","69.67","42.97","fairness.datasciencevn.com/uploads/html/18-10-1601904907.html"
"600","18","10","is hydroxychloroquine ineffective for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","4","Yet Another Study Shows Hydroxychloroquine Ineffective in ...","Jul 24, 2020 -  The FDA indicated at the time that, based on new data, there was no enough supporting evidence for the two drugs to be considered effective in&nbsp;...  ","Jul 24, 2020","https://www.biospace.com/article/-yet-another-study-shows-hydroxychloroquine-ineffective-in-covid-19/","biospace.com","","","63","69.67","42.97","fairness.datasciencevn.com/uploads/html/18-10-1601904907.html"
"601","18","10","is hydroxychloroquine ineffective for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","5","FDA cautions against use of hydroxychloroquine or ...","Jul 1, 2020 -  FDA cautions against use of hydroxychloroquine or chloroquine for COVID-19 outside of the hospital setting or a clinical trial due to risk of heart&nbsp;...  ‎Coronavirus (COVID-19) · ‎Managing the Benefits and ...","Jul 1, 2020","https://www.fda.gov/drugs/drug-safety-and-availability/fda-cautions-against-use-hydroxychloroquine-or-chloroquine-covid-19-outside-hospital-setting-or","fda.gov","","","82","69.67","42.97","fairness.datasciencevn.com/uploads/html/18-10-1601904907.html"
"602","18","10","is hydroxychloroquine ineffective for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","6","Review: Chloroquine, Hydroxychloroquine Likely Ineffective ...","Apr 30, 2020 -  Studies should be done in humans to gain insight, before making recommendations solely on lab results, the study authors said.  ","Apr 30, 2020","https://www.contagionlive.com/news/chloroquine-hydroxychloroquine-ineffective-covid-19","contagionlive.com","","","39","69.67","42.97","fairness.datasciencevn.com/uploads/html/18-10-1601904907.html"
"603","18","10","is hydroxychloroquine ineffective for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","7","NIH halts clinical trial of hydroxychloroquine | National ...","Jun 20, 2020 -  A data and safety monitoring board (DSMB) met late Friday and determined that while there was no harm, the study drug was very unlikely to be&nbsp;...  ","Jun 20, 2020","https://www.nih.gov/news-events/news-releases/nih-halts-clinical-trial-hydroxychloroquine","nih.gov","","","89","69.67","42.97","fairness.datasciencevn.com/uploads/html/18-10-1601904907.html"
"604","18","10","is hydroxychloroquine ineffective for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","8","New study: Hydroxychloroquine ineffective as a preventive ...","Aug 17, 2020 -  esearchers at Case Western Reserve University have added to the growing body of understanding about how hydroxychloroquine (HCQ) is not&nbsp;...  ","Aug 17, 2020","https://www.newswise.com/coronavirus/new-study-hydroxychloroquine-ineffective-as-a-preventive-antiviral-against-covid-19","newswise.com","","","69","69.67","42.97","fairness.datasciencevn.com/uploads/html/18-10-1601904907.html"
"605","18","10","is hydroxychloroquine ineffective for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","9","Hydroxychloroquine is not effective against COVID-19 ...","May 11, 2020 -  As the coronavirus disease (COVID-19) continues to ravage across the globe, scientists are racing to develop an effective treatment or vaccine&nbsp;...  ","May 11, 2020","https://www.news-medical.net/news/20200511/Hydroxychloroquine-is-not-effective-against-COVID-19-extensive-US-study-shows.aspx","news-medical.net","","","68","69.67","42.97","fairness.datasciencevn.com/uploads/html/18-10-1601904907.html"
"606","18","10","is hydroxychloroquine ineffective for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","10","Hydroxychloroquine ineffective for COVID-19 prophylaxis in ...","Aug 19, 2020 -  Bozzalla Cassione and colleagues described a northern Italian cohort of 165 patients with systemic lupus erythematosus (SLE).8 HCQ users had&nbsp;...  by ME Singer  - ‎2020  - ‎Cited by 1 ","Aug 19, 2020","https://ard.bmj.com/content/early/2020/08/19/annrheumdis-2020-218500","ard.bmj.com","","","-1","69.67","42.97","fairness.datasciencevn.com/uploads/html/18-10-1601904907.html"
"607","18","10","is hydroxychloroquine ineffective for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","11","Hydroxychloroquine Has No Benefit, 'Only Risks' in COVID-19","More Evidence Hydroxychloroquine Is Ineffective, Harmful in COVID-19. Batya Swift Yasgur MA, LSW. May 22, 2020. 204Read Comments. Hydroxychloroquine&nbsp;...  ","","https://www.medscape.com/viewarticle/931061","medscape.com","","","75","69.67","42.97","fairness.datasciencevn.com/uploads/html/18-10-1601904907.html"
"608","18","2","should i not get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","1","Testing for COVID-19 | CDC","Not everyone needs to be tested. If you do get tested, you should self-quarantine/isolate at home pending test results and follow the advice of your health care provider or a public health professional.  ‎Test for Current Infection · ‎COVID-19 Serology ... · ‎If You Are Sick or Caring for","","https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/testing.html","cdc.gov","","","84","75","42.97","fairness.datasciencevn.com/uploads/html/18-2-1601904924.html"
"609","18","2","should i not get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","3","Overview of Testing for SARS-CoV-2 (COVID-19) | CDC","Sep 18, 2020 -  If you do not have COVID-19 symptoms and have not been in close contact with someone known to have SARS-CoV-2 infection (meaning being&nbsp;...  ","Sep 18, 2020","https://www.cdc.gov/coronavirus/2019-ncov/hcp/testing-overview.html","cdc.gov","","","84","75","42.97","fairness.datasciencevn.com/uploads/html/18-2-1601904924.html"
"610","18","2","should i not get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","4","If you've been exposed to the coronavirus - Harvard Health","Sep 24, 2020 -  If you do not have a doctor and you are concerned that you or your child ... Antibody tests can tell if someone has been infected with COVID-19.  ","Sep 24, 2020","https://www.health.harvard.edu/diseases-and-conditions/if-youve-been-exposed-to-the-coronavirus","health.harvard.edu","","","-1","75","42.97","fairness.datasciencevn.com/uploads/html/18-2-1601904924.html"
"611","18","2","should i not get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","5","When Should You Get Tested for COVID-19? Here's What ...","Sep 2, 2020 -  The CDC recently changed testing recommendations to say that testing may not be necessary after people have been exposed to someone with&nbsp;...  ","Sep 2, 2020","https://www.health.com/condition/infectious-diseases/coronavirus/when-to-get-tested-for-covid-19","health.com","","","72","75","42.97","fairness.datasciencevn.com/uploads/html/18-2-1601904924.html"
"612","18","2","should i not get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","6","Coronavirus (COVID-19) Testing - WebMD","Jump to What Happens After I Get Tested?  -  Who Should Get Tested? Talk to your doctor about whether you need to get tested. If you don&#39;t have a doctor,&nbsp;...  ","Jump to What Happens After I Get Tested?","https://www.webmd.com/lung/coronavirus-testing","webmd.com","","","82","75","42.97","fairness.datasciencevn.com/uploads/html/18-2-1601904924.html"
"613","18","2","should i not get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","7","Coronavirus (COVID-19) Testing | Johns Hopkins Medicine","Not everyone with symptoms requires a test. Many people have mild symptoms and can self-isolate at home — they may not need a test. Tests can be helpful,&nbsp;...  ","","https://www.hopkinsmedicine.org/health/conditions-and-diseases/coronavirus/coronavirus-test-what-you-need-to-know","hopkinsmedicine.org","","","72","75","42.97","fairness.datasciencevn.com/uploads/html/18-2-1601904924.html"
"614","18","2","should i not get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","8","What You Should Do After Being Tested for COVID-19 ...","While waiting for the results of your test, your household contacts should stay at home if you have symptoms of COVID-19. They should not go to work or school&nbsp;...  ","","https://msdh.ms.gov/msdhsite/_static/14,22051,420,874.html","msdh.ms.gov","","","-1","75","42.97","fairness.datasciencevn.com/uploads/html/18-2-1601904924.html"
"615","18","2","should i not get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","9","Who Should Get Tested for COVID-19 | SCDHEC","If you are out and about in the community or around others, participating in group events, or not able to socially distance or wear a mask, we recommend that you&nbsp;...  ","","https://scdhec.gov/who-should-get-tested-covid-19","scdhec.gov","","","65","75","42.97","fairness.datasciencevn.com/uploads/html/18-2-1601904924.html"
"616","18","2","should i not get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","10","Testing for COVID-19 :: Washington State Department of Health","Getting tested for COVID-19 factsheet (PDF) | Available in additional languages ... Should I get an antibody test? ... The other, an antibody test, shows if a person has been previously exposed to COVID-19, but does not diagnose them.  ","","https://www.doh.wa.gov/Emergencies/COVID19/TestingforCOVID19","doh.wa.gov","","","-1","75","42.97","fairness.datasciencevn.com/uploads/html/18-2-1601904924.html"
"617","18","2","should i not get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","11","Symptoms and Testing: COVID-19 - Minnesota Dept. of Health","People who have symptoms of COVID-19 should get tested. Talk to your health care provider. In general, people who do not have symptoms should not be&nbsp;...  ","","https://www.health.state.mn.us/diseases/coronavirus/symptoms.html","health.state.mn.us","","","-1","75","42.97","fairness.datasciencevn.com/uploads/html/18-2-1601904924.html"
"618","18","8","should i not wear facemask","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","1","How to Select, Wear, and Clean Your Mask | CDC","Aug 27, 2020 -  Wear masks with two or more layers to stop the spread of COVID-19 &middot; Wear the mask over your nose and mouth and secure it under your chin&nbsp;...  ","Aug 27, 2020","https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/about-face-coverings.html","cdc.gov","","","84","68.33","42.97","fairness.datasciencevn.com/uploads/html/18-8-1601904956.html"
"619","18","8","should i not wear facemask","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","3","COVID-19: Considerations for Wearing Masks | CDC","Apr 24, 2020 -  CDC recommends that people wear masks in public settings and when around people who don&#39;t live in your household, especially when other&nbsp;...  ‎Eye Protection · ‎Meat and Poultry Processing · ‎Heat Stress · ‎Evidence Supporting ...","Apr 24, 2020","https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-guidance.html","cdc.gov","","","84","68.33","42.97","fairness.datasciencevn.com/uploads/html/18-8-1601904956.html"
"620","18","8","should i not wear facemask","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","4","Wearing a Mask: Myths and Facts | University of Maryland ...","Discover the facts behind the myths about coronavirus masks. Mask Safety and Effectiveness. Myth: Cloth masks don&#39;t protect you. Fact: Cloth face masks are&nbsp;...  ","","https://www.umms.org/coronavirus/what-to-know/masks/wearing-mask","umms.org","","","56","68.33","42.97","fairness.datasciencevn.com/uploads/html/18-8-1601904956.html"
"621","18","8","should i not wear facemask","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","5","Why Do Some People Refuse to Wear a Face Mask in Public ...","Jul 1, 2020 -  Not wearing a face mask invites public shaming, not to mention boosts your risk of COVID-19. So what keeps some of us from putting one on?  ","Jul 1, 2020","https://www.health.com/condition/infectious-diseases/coronavirus/face-mask-refuse-to-wear-one-but-why","health.com","","","72","68.33","42.97","fairness.datasciencevn.com/uploads/html/18-8-1601904956.html"
"622","18","8","should i not wear facemask","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","6","5 Mask Mistakes People Make - COVID-19, Featured, Health ...","Jul 10, 2020 -  Everyone can help prevent the spread of COVID-19 by wearing a mask the right way.  ‎Should You Wear a Mask ... · ‎Should Kids Wear Masks? · ‎How to Properly Wear a ...","Jul 10, 2020","https://www.hackensackmeridianhealth.org/HealthU/2020/07/10/5-mask-mistakes-people-make/","hackensackmeridianhealth.org","","","52","68.33","42.97","fairness.datasciencevn.com/uploads/html/18-8-1601904956.html"
"623","18","8","should i not wear facemask","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","7","Why some Americans won't wear face masks, in their own words","Jun 19, 2020 -  Many Americans still aren&#39;t following the CDC&#39;s April recommendations for wearing face coverings in public places, according to recent surveys&nbsp;...  ","Jun 19, 2020","https://www.advisory.com/daily-briefing/2020/06/19/mask-wearing","advisory.com","","","63","68.33","42.97","fairness.datasciencevn.com/uploads/html/18-8-1601904956.html"
"624","18","8","should i not wear facemask","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","8","Wear a Face Mask to Keep COVID-19 from Spreading","Jul 28, 2020 -  Face masks are required in Vermont public spaces. Effective August 1, 2020, in Vermont, you are required to wear a face mask in public spaces,&nbsp;...  ","Jul 28, 2020","https://www.healthvermont.gov/sites/default/files/documents/pdf/COVID-19-VDH-mask-guidance.pdf","healthvermont.gov","","","66","68.33","42.97","fairness.datasciencevn.com/uploads/html/18-8-1601904956.html"
"625","18","8","should i not wear facemask","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","9","What Can I Say to Someone Who Isn't Wearing a Mask? (for ...","Wearing masks or cloth face coverings helps stop the spread of COVID-19. So it can be frustrating to see people who aren&#39;t following the advice of medical&nbsp;...  ","","https://kidshealth.org/en/parents/coronavirus-no-masks.html","kidshealth.org","","","73","68.33","42.97","fairness.datasciencevn.com/uploads/html/18-8-1601904956.html"
"626","18","8","should i not wear facemask","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","10","Still Confused About Masks? Here's the Science Behind How ...","Jun 26, 2020 -  But health experts say the evidence is clear that masks can help prevent the spread of COVID-19 and that the more people wearing masks, the&nbsp;...  ","Jun 26, 2020","https://www.ucsf.edu/news/2020/06/417906/still-confused-about-masks-heres-science-behind-how-face-masks-prevent","ucsf.edu","","","78","68.33","42.97","fairness.datasciencevn.com/uploads/html/18-8-1601904956.html"
"627","18","8","should i not wear facemask","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","11","Cloth Face Coverings for Children During COVID-19 ...","4 days ago -  covid-19~The American Academy of Pediatrics answers frequently asked questions about cloth face masks for children during the COVID-19&nbsp;...  ","4 days ago","https://www.healthychildren.org/English/health-issues/conditions/COVID-19/Pages/Cloth-Face-Coverings-for-Children-During-COVID-19.aspx","healthychildren.org","","","71","68.33","42.97","fairness.datasciencevn.com/uploads/html/18-8-1601904956.html"
"628","18","1","should i get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","4","Testing for COVID-19 | CDC","Not everyone needs to be tested. If you do get tested, you should self-quarantine/isolate at home pending test results and follow the advice of your health care&nbsp;...  ‎Test for Current Infection · ‎COVID-19 Serology ... · ‎If You Are Sick or Caring for","","https://www.cdc.gov/coronavirus/2019-ncov/symptoms-testing/testing.html","cdc.gov","","","84","71.8","42.97","fairness.datasciencevn.com/uploads/html/18-1-1601904964.html"
"629","18","1","should i get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","5","Test for Current Infection | CDC","Aug 24, 2020 -  Considerations for who should get tested &middot; People who have symptoms of COVID-19 &middot; People who have had close contact (within 6 feet of an&nbsp;...  ","Aug 24, 2020","https://www.cdc.gov/coronavirus/2019-ncov/testing/diagnostic-testing.html","cdc.gov","","","84","71.8","42.97","fairness.datasciencevn.com/uploads/html/18-1-1601904964.html"
"630","18","1","should i get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","6","When Should You Get Tested for COVID-19? Here's What ...","Sep 2, 2020 -  “A person should get tested when they have symptoms consistent with COVID-19 or have been a significant contact with a case as directed by&nbsp;...  ","Sep 2, 2020","https://www.health.com/condition/infectious-diseases/coronavirus/when-to-get-tested-for-covid-19","health.com","","","72","71.8","42.97","fairness.datasciencevn.com/uploads/html/18-1-1601904964.html"
"631","18","1","should i get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","7","Symptoms and testing | Coronavirus FAQ","Should I be tested for COVID-19? Maybe; not everyone needs to ... What kind of test is being used to diagnose if I have COVID-19? There are actually many tests&nbsp;...  ","","https://faq.coronavirus.gov/symptoms-and-testing/","faq.coronavirus.gov","","","-1","71.8","42.97","fairness.datasciencevn.com/uploads/html/18-1-1601904964.html"
"632","18","1","should i get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","8","If you've been exposed to the coronavirus - Harvard Health","Sep 24, 2020 -  What should I do if I think I or my child may have a COVID-19 infection? ... A specialized diagnostic test must be done to confirm that a person&nbsp;...  ","Sep 24, 2020","https://www.health.harvard.edu/diseases-and-conditions/if-youve-been-exposed-to-the-coronavirus","health.harvard.edu","","","-1","71.8","42.97","fairness.datasciencevn.com/uploads/html/18-1-1601904964.html"
"633","18","1","should i get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","9","Worried you might have been exposed to COVID-19? Here's ...","3 days ago -  “People should consider getting tested even if they do not have symptoms because some people may not develop or recognize symptoms and&nbsp;...  ","3 days ago","https://www.mprnews.org/story/2020/10/02/worried-you-might-have-been-exposed-to-covid19-heres-what-to-do","mprnews.org","","","71","71.8","42.97","fairness.datasciencevn.com/uploads/html/18-1-1601904964.html"
"634","18","1","should i get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","10","When should I be tested? | MIT Medical","Jul 17, 2020 -  I have heard a lot about the incubation period for COVID-19, but am confused about how that interacts with testing for active infections (not&nbsp;...  ","Jul 17, 2020","https://medical.mit.edu/covid-19-updates/2020/07/when-should-i-be-tested","medical.mit.edu","","","-1","71.8","42.97","fairness.datasciencevn.com/uploads/html/18-1-1601904964.html"
"635","18","1","should i get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","11","How Soon After COVID-19 Exposure Should You Get Tested ...","3 days ago -  It&#39;s recommended that you wait to get tested for at least two to three days after potential exposure. Some health experts say five days after&nbsp;...  ","3 days ago","https://www.huffpost.com/entry/covid-19-exposure-positive-test_l_5f771d7cc5b66377b280e67e","huffpost.com","","","67","71.8","42.97","fairness.datasciencevn.com/uploads/html/18-1-1601904964.html"
"636","18","1","should i get tested for covid","235","United States","235","United States","4672","Ohio","3","25-34","female","NO","iPhone 6s","Postgraduate or professional degree, including master’s, doctorate, medical or law degree","6","2","Internet","12","Symptoms & Testing","Individuals who have been in close contact with a confirmed COVID-19 case should be tested regardless of the presence of symptoms. Close contacts are&nbsp;...  ","","https://www.health.pa.gov/topics/disease/coronavirus/Pages/Symptoms-Testing.aspx","health.pa.gov","","","-1","71.8","42.97","fairness.datasciencevn.com/uploads/html/18-1-1601904964.html"
"637","19","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4673","Oklahoma","3","25-34","other","NO","Samsung Galaxy A10","Some college (some community college, associate’s degree)","8","2","Internet","3","FDA cautions against use of hydroxychloroquine or ...","Jul 1, 2020 -  FDA cautions against use of hydroxychloroquine or chloroquine for COVID-19 outside of the hospital setting or a clinical trial due to risk of heart&nbsp;...  ‎Coronavirus (COVID-19) · ‎Managing the Benefits and ...","Jul 1, 2020","https://www.fda.gov/drugs/drug-safety-and-availability/fda-cautions-against-use-hydroxychloroquine-or-chloroquine-covid-19-outside-hospital-setting-or","fda.gov","","Wagoner, Oklahoma","82","73.8","71.99","fairness.datasciencevn.com/uploads/html/19-9-1601904947.html"
"638","19","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4673","Oklahoma","3","25-34","other","NO","Samsung Galaxy A10","Some college (some community college, associate’s degree)","8","2","Internet","4","Can Chloroquine and Hydroxychloroquine Treat Coronavirus ...","Hydroxychloroquine (Plaquenil) and chloroquine are two drugs that have been in the headlines as potential COVID-19 treatments for the coronavirus disease.  ","","https://www.goodrx.com/blog/coronavirus-medicine-chloroquine-hydroxychloroquine-as-covid19-treatment/","goodrx.com","","Wagoner, Oklahoma","60","73.8","71.99","fairness.datasciencevn.com/uploads/html/19-9-1601904947.html"
"639","19","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4673","Oklahoma","3","25-34","other","NO","Samsung Galaxy A10","Some college (some community college, associate’s degree)","8","2","Internet","5","An Update: Is hydroxychloroquine effective for COVID-19?","Sep 22, 2020 -  Hydroxychloroquine, an FDA-approved prescription drug used for malaria, rheumatoid arthritis and lupus erythematosus, has been suggested as&nbsp;...  ","Sep 22, 2020","https://www.drugs.com/medical-answers/hydroxychloroquine-effective-covid-19-3536024/","drugs.com","","Wagoner, Oklahoma","77","73.8","71.99","fairness.datasciencevn.com/uploads/html/19-9-1601904947.html"
"640","19","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4673","Oklahoma","3","25-34","other","NO","Samsung Galaxy A10","Some college (some community college, associate’s degree)","8","2","Internet","11","Treatment with Hydroxychloroquine Cut Death Rate Significantly","Treatment with Hydroxychloroquine Cut Death Rate Significantly in COVID-19 Patients, Henry Ford Health System Study Shows. July 02, 2020. DETROIT&nbsp;...  ‎Hydroxychloroquine An Open ... · ‎WHIP COVID-19 Study · ‎Marcus Zervos","","https://www.henryford.com/news/2020/07/hydro-treatment-study","henryford.com","","Wagoner, Oklahoma","62","73.8","71.99","fairness.datasciencevn.com/uploads/html/19-9-1601904947.html"
"641","19","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4673","Oklahoma","3","25-34","other","NO","Samsung Galaxy A10","Some college (some community college, associate’s degree)","8","2","Internet","12","Is hydroxychloroquine beneficial for COVID-19 patients? | Cell ...","Jul 8, 2020 -  The outbreak of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was first&nbsp;...  by X Li  - ‎2020  - ‎Cited by 7 ","Jul 8, 2020","https://www.nature.com/articles/s41419-020-2721-8","nature.com","","Wagoner, Oklahoma","81","73.8","71.99","fairness.datasciencevn.com/uploads/html/19-9-1601904947.html"
"642","19","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4673","Oklahoma","3","25-34","other","NO","Samsung Galaxy A10","Some college (some community college, associate’s degree)","8","2","Internet","13","Hydroxychloroquine No More Effective Than Placebo in ...","5 days ago -  In a clinical trial testing whether a daily regimen of hydroxychloroquine could protect those most likely to be exposed to COVID-19, researchers&nbsp;...  ","5 days ago","https://www.pennmedicine.org/news/news-releases/2020/september/hydroxychloroquine-no-more-effective-than-placebo-in-preventing-covid19","pennmedicine.org","","Wagoner, Oklahoma","62","73.8","71.99","fairness.datasciencevn.com/uploads/html/19-9-1601904947.html"
"643","19","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4673","Oklahoma","3","25-34","other","NO","Samsung Galaxy A10","Some college (some community college, associate’s degree)","8","2","Internet","14","Covid-19 Story Tip: Hydroxychloroquine Not Recommended ...","Aug 11, 2020 -  Recently, several physicians hosted a press conference in which one physician claimed that the combination of hydroxychloroquine, the&nbsp;...  ","Aug 11, 2020","https://www.hopkinsmedicine.org/news/newsroom/news-releases/covid-19-story-tip-hydroxychloroquine-not-recommended-for-treatment-of-covid-19","hopkinsmedicine.org","","Wagoner, Oklahoma","72","73.8","71.99","fairness.datasciencevn.com/uploads/html/19-9-1601904947.html"
"644","19","9","is hydroxychloroquine effective for covid","235","United States","235","United States","4673","Oklahoma","3","25-34","other","NO","Samsung Galaxy A10","Some college (some community college, associate’s degree)","8","2","Internet","15","Hydroxychloroquine for the Prevention of Covid-19 ...","Aug 6, 2020 -  Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the virus that causes coronavirus disease 2019 (Covid-19), has generated a&nbsp;...  by MS Cohen  - ‎2020  - ‎Cited by 22  - ‎Related articles ","Aug 6, 2020","https://www.nejm.org/doi/full/10.1056/NEJMe2020388","nejm.org","","Wagoner, Oklahoma","75","73.8","71.99","fairness.datasciencevn.com/uploads/html/19-9-1601904947.html"
